Invoice,Recency,Frequency,Monetary,Cluster
495689,318,37,565.15,0
495698,318,23,207.85000000000002,0
495700,318,1,20.4,1
495701,318,3,13.05,1
495702,318,3,125.30000000000001,1
495703,318,19,261.88,0
495707,318,14,296.4,0
495708,318,16,453.38,0
495709,318,8,15.120000000000001,1
495710,318,40,630.79,0
495712,318,7,781.52,0
495713,318,11,177.0,0
495715,318,17,114.28,0
495716,318,31,593.66,0
495717,318,1,2.9,1
495718,318,41,234.57,0
495719,318,7,109.19999999999999,1
495720,318,44,430.3,0
495721,318,14,216.04,0
495722,318,8,301.53999999999996,0
495724,318,8,108.84,0
495725,318,28,533.44,0
495726,318,10,346.3,0
495727,318,6,201.60000000000002,0
495728,318,1,9.95,1
495731,318,34,267.79,0
495732,318,1,96.46,1
495733,318,1,68.34,1
495734,318,1,205.82,1
495735,318,1,201.56,1
495736,318,1,21.0,1
495742,318,1,63.24,1
495745,318,1,56.73,1
495746,318,43,281.75,0
495747,318,1,129.23,1
495748,318,1,117.72,1
495750,318,1,132.79,1
495752,318,1,130.56,1
495753,318,1,178.31,1
495754,318,1,15.58,1
495755,318,1,342.8,1
495756,318,1,39.67,1
495758,318,1,274.2,1
495760,318,1,64.13,1
495763,318,1,107.14,1
495765,318,1,29.95,1
495766,318,1,84.58,1
495773,318,1,4.57,1
495776,318,1,49.35,1
495777,318,1,179.45,1
495780,318,1,16.33,1
495781,318,1,15.36,1
495782,318,1,139.71,1
495783,318,1,48.96,1
495784,318,1,11.31,1
495788,318,1,11.9,1
495791,318,1,243.63,1
495792,318,1,114.89,1
495794,318,1,41.09,1
495795,318,1,27.82,1
495799,318,1,81.61,1
495801,318,1,77.52,1
495802,318,1,387.54,1
495806,317,28,478.9,0
495807,317,8,184.3,0
495808,317,12,188.44,0
495809,317,29,324.5,0
495810,317,14,492.4,0
495811,317,16,304.1,0
495812,317,6,345.71999999999997,0
495815,317,14,595.95,0
495818,317,9,148.63,0
495819,317,7,158.4,0
495854,317,18,348.61,0
495875,317,24,398.16,0
495882,317,5,332.03999999999996,0
495883,317,20,366.28,0
495884,317,6,148.85,0
495885,317,37,337.66999999999996,0
495886,317,13,106.4,0
495887,317,7,106.05000000000001,1
495889,317,38,157.08,0
495898,317,43,236.75,0
495907,317,6,602.3,0
495908,317,2,854.8,0
495909,317,3,104.95,1
495910,317,30,198.84,0
495913,317,21,394.6,0
495915,317,2,300.68,1
495916,317,24,346.95,0
495917,317,16,533.72,0
495918,317,1,15.9,1
495919,317,41,823.15,0
495920,317,38,770.15,0
495921,317,16,357.59,0
495925,317,58,325.38,0
495926,317,3,8.8,1
495927,317,5,15.45,1
495929,317,13,321.08,0
495935,317,13,251.68,0
495937,317,5,363.1,0
495938,317,5,582.3,0
495939,317,25,168.54999999999998,0
495940,317,19,201.20000000000002,0
495941,317,14,151.95,0
495942,317,6,67.6,1
495946,317,2,110.5,1
495949,317,29,151.87,0
495950,317,1,15.9,1
495955,316,30,449.97,0
495956,316,3,654.0,0
495957,316,13,303.9,0
495958,316,13,138.18,0
495960,316,8,586.88,0
495962,316,17,305.7,0
495963,316,46,489.31,0
495993,316,27,155.86,0
495994,316,40,428.8,0
495995,316,1,37.05,1
496002,316,21,317.64,0
496003,316,16,113.19,0
496004,316,26,235.12,0
496007,316,37,490.39,0
496010,316,39,186.82,0
496011,316,1,46.08,1
496012,316,11,553.06,0
496013,316,30,665.24,0
496014,316,1,76.32000000000001,1
496017,316,32,279.07,0
496018,316,45,510.03000000000003,0
496019,316,13,75.2,0
496020,316,1,37.2,1
496022,316,1,3.38,1
496023,316,6,131.9,1
496024,316,29,873.44,0
496032,316,38,366.56,0
496033,316,49,246.78,0
496042,316,9,286.15000000000003,0
496047,316,46,842.82,0
496054,316,33,463.21999999999997,0
496056,316,1,81.6,1
496057,316,28,422.7,0
496058,316,39,846.8100000000001,0
496059,316,1,20.0,1
496060,316,7,630.32,0
496061,316,14,318.98,0
496062,316,53,808.15,0
496063,316,16,392.82,0
496064,316,5,39.65,1
496065,316,12,110.88,0
496066,316,2,346.56,1
496067,316,1,76.32000000000001,1
496068,316,3,176.7,1
496069,316,21,517.16,0
496070,316,10,306.3,0
496072,316,27,571.84,0
496074,316,19,272.45,0
496075,316,8,121.1,0
496081,316,18,171.32999999999998,0
496083,316,1,5.1,1
496085,316,14,124.1,0
496088,315,27,301.40000000000003,0
496089,315,41,676.5,0
496090,315,4,32.15,1
496092,315,17,430.2,0
496094,315,21,311.24,0
496095,315,2,96.5,1
496096,315,17,777.9,0
496097,315,1,360.0,1
496099,315,3,529.0,0
496103,315,1,18.75,1
496107,315,1,10.600000000000001,1
496110,315,1,15.9,1
496112,315,1,18.75,1
496113,315,1,10.5,1
496130,315,29,439.15000000000003,0
496155,315,5,305.4,0
496166,315,19,490.2,0
496167,315,14,368.55,0
496168,315,9,214.2,0
496170,315,1,5.0,1
496171,315,3,199.29999999999998,1
496172,315,1,92.16,1
496173,315,22,208.57,0
496174,315,14,231.32,0
496198,315,19,497.93,0
496200,315,31,493.94,0
496203,315,1,2.5,1
496204,315,6,869.88,0
496205,315,1,416.5,1
496216,315,32,323.5,0
496217,315,14,345.44,0
496220,315,32,509.12,0
496221,315,32,276.07,0
496222,315,43,664.001,0
496230,315,1,10.5,1
496232,315,24,327.95,0
496233,315,20,188.83,0
496235,315,42,414.92,0
496236,315,4,75.9,1
496238,315,3,72.6,1
496239,315,7,41.150000000000006,1
496245,315,10,193.8,0
496291,313,16,339.3,0
496292,313,40,185.23,0
496293,313,27,487.77000000000004,0
496294,313,15,227.95000000000002,0
496296,313,13,129.75,0
496297,313,49,319.55,0
496298,313,17,284.05,0
496299,313,7,694.5,0
496300,313,12,151.32,0
496301,313,42,696.45,0
496302,313,6,125.69999999999999,1
496303,313,53,543.93,0
496304,313,49,508.27,0
496305,313,17,304.47,0
496306,313,6,310.39,0
496307,313,4,95.9,1
496309,313,29,732.2,0
496310,313,10,110.82,0
496311,313,7,214.95,0
496315,313,26,127.06,0
496316,313,4,579.6,0
496317,313,48,317.62,0
496318,313,21,82.7,0
496319,313,14,128.0,0
496322,313,43,416.32,0
496323,313,7,115.2,1
496324,313,5,307.8,0
496325,313,25,320.26,0
496326,313,7,301.70000000000005,0
496327,313,18,229.76999999999998,0
496329,313,8,91.14,1
496330,313,10,302.08,0
496331,313,23,482.67,0
496332,313,1,15.95,1
496333,313,60,283.43,0
496335,313,12,298.3,0
496336,313,6,21.27,1
496337,313,26,161.39000000000001,0
496338,313,12,283.8,0
496342,313,12,286.34,0
496343,313,25,386.19,0
496344,313,7,106.67999999999999,1
496345,313,5,129.75,1
496346,313,2,4.17,1
496347,313,3,13.05,1
496348,313,19,281.05,0
496349,312,16,435.32,0
496351,312,15,257.05,0
496352,312,2,8.8,1
496354,312,10,159.66,0
496355,312,1,730.0799999999999,0
496356,312,19,528.24,0
496357,312,19,436.04,0
496359,312,1,56.0,1
496361,312,10,107.9,0
496363,312,23,347.33,0
496365,312,5,30.59,1
496366,312,6,29.35,1
496367,312,9,55.4,1
496368,312,12,103.46000000000001,0
496369,312,12,100.99,0
496370,312,26,388.88,0
496371,312,12,73.97,0
496372,312,8,37.78,1
496373,312,28,549.3,0
496374,312,8,138.3,0
496381,312,11,274.9,0
496399,312,23,389.03000000000003,0
496400,312,57,452.9,0
496407,312,11,188.15,0
496412,312,1,325.44,1
496425,312,5,282.76,0
496426,312,1,35.400000000000006,1
496427,312,43,291.14,0
496428,312,1,218.39999999999998,1
496429,312,18,246.75,0
496430,312,14,111.82000000000001,0
496431,312,45,188.65,0
496434,312,30,279.51,0
496436,312,16,217.2,0
496438,312,24,129.76,0
496439,312,1,56.0,1
496440,312,1,39.0,1
496441,312,53,241.1,0
496442,312,2,45.2,1
496443,312,47,793.92,0
496444,312,12,293.02,0
496445,312,35,759.1,0
496446,312,19,217.71,0
496459,312,25,364.29,0
496460,312,4,28.15,1
496461,312,9,312.16,0
496462,312,16,310.14,0
496463,312,45,818.19,0
496464,312,3,452.4,0
496465,312,31,708.7,0
496466,312,1,15.9,1
496467,312,1,818.19,0
496469,312,3,113.4,1
496470,312,39,298.37,0
496471,312,14,231.55999999999997,0
496473,312,21,342.25100000000003,0
496474,312,7,206.15,0
496475,312,4,300.4,0
496476,312,1,44.25,1
496477,312,3,35.04,1
496480,312,18,603.8,0
496486,312,15,166.31,0
496488,312,44,156.3,0
496491,312,9,117.22,0
496493,311,1,1.3,1
496496,311,1,1.3,1
496500,311,12,179.97,0
496503,311,15,288.95,0
496504,311,16,337.5,0
496505,311,22,364.5,0
496506,311,23,352.13,0
496507,311,7,176.1,0
496509,311,5,141.24,1
496510,311,36,740.43,0
496513,311,14,737.22,0
496514,311,45,361.83,0
496516,311,19,594.75,0
496517,311,12,550.8,0
496518,311,8,270.06,0
496519,311,21,304.35,0
496528,311,5,674.4,0
496529,311,16,208.0,0
496530,311,42,623.78,0
496534,311,1,777.4,0
496564,311,41,608.5,0
496577,311,12,524.6,0
496578,311,41,365.16,0
496579,311,53,214.48,0
496580,311,4,63.15,1
496581,311,45,207.83,0
496582,311,17,50.94,0
496584,311,1,608.5,1
496585,311,2,5.9,1
496587,311,25,94.67,0
496588,311,9,366.20000000000005,0
496589,311,26,583.08,0
496590,311,2,37.5,1
496591,311,29,439.85,0
496592,311,18,849.86,0
496593,311,2,3.35,1
496596,311,6,199.55,0
496609,311,26,287.26,0
496613,310,6,664.8000000000001,0
496614,310,6,501.96000000000004,0
496616,310,29,714.21,0
496617,310,9,266.5,0
496618,310,1,17.0,1
496623,310,13,598.91,0
496624,310,25,411.66,0
496625,310,12,595.58,0
496627,310,4,87.0,1
496628,310,11,219.41000000000003,0
496629,310,2,20.4,1
496631,310,24,385.2,0
496641,310,15,328.0,0
496642,310,12,237.9,0
496644,310,46,110.88,0
496652,310,3,112.2,1
496662,310,8,195.55,0
496665,310,21,509.46,0
496675,310,7,107.75,1
496677,310,26,105.88,0
496679,310,1,5.9,1
496681,310,2,5.5,1
496690,310,44,458.4,0
496704,310,30,652.65,0
496705,310,21,294.17,0
496706,310,20,710.65,0
496710,310,23,112.5,0
496725,310,23,102.74,0
496728,310,28,346.75,0
496730,310,24,485.5,0
496737,310,14,294.65000000000003,0
496745,310,18,306.1,0
496750,310,11,150.0,0
496768,310,19,307.74,0
496770,310,31,191.02,0
496771,310,23,349.25,0
496772,310,20,315.0,0
496774,310,15,300.3,0
496775,310,5,360.3,0
496792,310,1,105.0,1
496802,309,29,704.5500000000001,0
496803,309,3,41.300000000000004,1
496804,309,2,7.2,1
496816,309,11,221.69,0
496817,309,17,299.86,0
496818,309,16,231.4,0
496820,309,1,7.5,1
496821,309,28,450.38,0
496822,309,28,606.3,0
496850,309,15,286.41999999999996,0
496851,309,47,487.12,0
496862,309,37,125.65,0
496864,309,21,437.90000000000003,0
496865,309,4,64.5,1
496866,309,25,237.65,0
496867,309,1,625.0,1
496868,309,5,127.15,1
496869,309,17,662.4,0
496870,309,1,112.5,1
496873,309,4,78.5,1
496876,309,18,94.55,0
496877,309,3,488.88,0
496881,309,32,164.83,0
496904,309,28,389.25,0
496907,309,25,475.3,0
496911,309,16,311.43,0
496912,309,25,475.3,0
496913,309,28,399.75,0
496914,309,1,90.0,1
496915,309,17,701.51,0
496916,309,1,51.0,1
496917,309,21,327.4,0
496918,309,26,376.95,0
496919,309,25,475.3,0
496920,309,22,220.09,0
496925,309,5,47.65,1
496927,309,17,164.95000000000002,0
496928,309,9,152.17,0
496929,309,5,399.72,0
496930,309,17,311.14,0
496931,309,13,325.12,0
496932,309,14,390.65000000000003,0
496933,309,12,243.65,0
496934,309,7,105.53,1
496935,309,6,104.7,1
496944,309,35,129.88,0
496946,309,19,283.43,0
496947,309,61,832.48,0
496948,309,18,313.67,0
496949,309,4,150.35,1
496959,309,1,318.0,1
496961,309,42,231.05,0
496962,309,1,318.0,1
496963,309,1,60.48,1
496972,309,25,312.74,0
496973,308,17,269.37,0
496975,308,16,228.57999999999998,0
496976,308,31,124.45,0
496977,308,30,532.9300000000001,0
496978,308,23,372.15,0
496980,308,6,300.5,0
496981,308,4,247.2,0
496982,308,8,97.95,1
496987,308,18,497.16,0
496996,308,6,315.6,0
497000,308,13,118.10000000000001,0
497002,308,21,413.0,0
497004,308,4,376.0,0
497005,308,4,234.0,0
497006,308,41,674.64,0
497007,308,9,130.75,0
497025,308,15,125.27000000000001,0
497029,308,31,354.87,0
497030,308,8,458.42,0
497031,308,15,113.38,0
497033,308,13,302.46000000000004,0
497035,308,50,573.81,0
497036,308,10,258.7,0
497039,308,1,102.84,1
497043,308,28,466.19,0
497056,308,22,387.02,0
497073,308,6,88.98,1
497084,308,17,176.66,0
497100,308,1,33.66,1
497106,308,2,37.07,1
497124,308,48,661.34,0
497152,308,3,109.0,1
497163,308,1,15.0,1
497195,306,8,54.300000000000004,1
497196,306,16,301.25,0
497197,306,23,368.27,0
497198,306,16,99.69,0
497200,306,19,110.27000000000001,0
497202,306,44,212.78,0
497203,306,60,484.90999999999997,0
497204,306,21,298.99,0
497205,306,19,268.1,0
497207,306,33,197.96,0
497208,306,61,357.04,0
497210,306,11,191.7,0
497211,306,13,181.6,0
497212,306,8,309.7,0
497213,306,20,349.31,0
497214,306,31,129.7,0
497215,306,22,310.44,0
497216,306,24,407.91,0
497218,306,7,196.20000000000002,0
497219,306,3,388.8,0
497220,306,4,2.91,1
497222,306,16,106.75,0
497223,306,15,261.0,0
497225,306,4,304.32000000000005,0
497226,306,9,288.5,0
497228,305,25,341.78000000000003,0
497229,305,15,312.59,0
497230,305,21,328.75,0
497232,305,6,19.950000000000003,1
497233,305,31,438.03,0
497234,305,5,344.18,0
497235,305,23,426.87,0
497236,305,3,147.0,1
497237,305,8,216.95000000000002,0
497238,305,45,748.98,0
497240,305,14,217.8,0
497242,305,11,163.8,0
497244,305,1,2.95,1
497247,305,6,113.0,1
497249,305,7,183.55,0
497250,305,4,129.96,1
497251,305,31,611.54,0
497252,305,27,404.91,0
497253,305,27,297.64,0
497254,305,24,166.9,0
497255,305,28,503.9,0
497256,305,30,604.1,0
497257,305,17,307.85,0
497258,305,12,202.45,0
497259,305,8,120.6,0
497261,305,21,154.38,0
497263,305,3,85.67999999999999,1
497264,305,35,115.03,0
497265,305,9,314.1,0
497266,305,17,150.03,0
497267,305,38,283.79,0
497269,305,26,135.4,0
497270,305,1,503.9,1
497271,305,28,503.9,0
497272,305,18,327.33,0
497274,305,22,311.75,0
497284,305,47,334.18,0
497288,305,8,24.65,1
497312,305,12,399.59,0
497315,305,4,6.300000000000001,1
497317,305,4,21.8,1
497334,305,2,99.89999999999999,1
497335,305,3,98.69999999999999,1
497336,305,7,558.9,0
497337,305,21,365.1,0
497339,305,1,365.1,1
497340,305,8,168.8,0
497341,305,19,419.6,0
497342,305,3,142.9,1
497345,305,3,29.1,1
497346,305,11,259.15,0
497348,305,8,197.7,0
497349,305,5,68.19999999999999,1
497351,305,38,128.2,0
497356,305,1,4.95,1
497357,305,26,84.46,0
497358,305,39,156.62,0
497359,304,11,134.9,0
497363,304,25,562.96,0
497364,304,36,651.41,0
497365,304,1,53.28,1
497366,304,8,157.20000000000002,0
497367,304,14,279.5,0
497368,304,8,112.4,0
497369,304,10,668.15,0
497370,304,6,93.35000000000001,1
497371,304,17,368.15,0
497372,304,8,64.14,1
497373,304,7,119.85,1
497374,304,21,373.65,0
497376,304,14,324.3,0
497377,304,22,534.26,0
497378,304,29,742.38,0
497379,304,9,124.78,0
497380,304,6,548.9,0
497382,304,36,632.02,0
497383,304,18,274.44,0
497384,304,27,892.72,0
497385,304,16,236.6,0
497386,304,15,142.32999999999998,0
497387,304,12,209.1,0
497388,304,37,103.52,0
497389,304,3,54.75,1
497390,304,25,373.1,0
497391,304,21,405.4,0
497392,304,13,213.05,0
497393,304,16,275.41,0
497394,304,11,242.94,0
497395,304,8,179.68,0
497396,304,6,117.0,1
497397,304,11,154.91,0
497398,304,25,136.89,0
497399,304,7,250.95,0
497400,304,19,224.38,0
497401,304,15,224.35,0
497403,304,29,548.1700000000001,0
497404,304,7,153.75,0
497405,304,4,187.95,1
497406,304,18,89.03999999999999,0
497414,304,1,3.75,1
497433,304,2,105.0,1
497473,304,38,445.68,0
497475,304,3,48.349999999999994,1
497485,304,2,66.06,1
497486,304,17,291.86,0
497488,304,4,27.25,1
497489,304,39,266.84000000000003,0
497494,303,22,448.05,0
497495,303,31,424.71999999999997,0
497496,303,4,87.4,1
497497,303,8,301.2,0
497498,303,5,332.40000000000003,0
497500,303,7,192.42000000000002,0
497501,303,31,124.77,0
497504,303,36,215.14999999999998,0
497506,303,21,151.55,0
497508,303,12,85.5,0
497509,303,7,275.8,0
497510,303,4,55.5,1
497511,303,3,101.39999999999999,1
497514,303,1,4.95,1
497517,303,15,283.98,0
497518,303,13,199.04000000000002,0
497519,303,12,195.39999999999998,0
497521,303,40,143.01,0
497522,303,12,50.8,1
497523,303,5,171.7,1
497525,303,13,103.77,0
497572,303,5,89.32000000000001,1
497574,303,11,297.66,0
497583,303,12,190.1,0
497584,303,2,4.1499999999999995,1
497588,303,29,132.94,0
497589,303,1,0.95,1
497593,302,13,158.7,0
497594,302,20,477.68,0
497596,302,23,380.0,0
497597,302,21,310.29,0
497600,302,25,202.57,0
497601,302,8,225.60000000000002,0
497602,302,25,370.63,0
497603,302,27,522.28,0
497604,302,10,213.4,0
497605,302,1,6.35,1
497606,302,15,351.99,0
497607,302,1,6.35,1
497608,302,12,236.61,0
497609,302,2,117.80000000000001,1
497610,302,1,6.35,1
497612,302,9,131.78,0
497615,302,26,286.55,0
497618,302,27,374.2,0
497619,302,53,276.15,0
497620,302,9,67.34,1
497622,302,8,534.96,0
497623,302,19,390.85,0
497624,302,4,114.88,1
497625,302,14,311.87,0
497627,302,4,8.0,1
497628,302,41,236.07,0
497629,302,14,307.25,0
497630,302,21,268.14,0
497636,302,11,636.9,0
497644,302,12,245.48999999999998,0
497652,302,3,41.300000000000004,1
497662,302,9,190.7,0
497670,302,1,15.0,1
497677,302,12,306.0,0
497678,302,1,79.9,1
497680,302,14,280.51,0
497681,302,1,365.76,1
497682,302,1,152.39999999999998,1
497683,302,11,324.82,0
497684,302,8,193.71,0
497690,302,5,334.7,0
497691,302,60,582.35,0
497692,302,17,401.94,0
497696,302,12,220.99,0
497706,302,26,402.75,0
497711,302,2,21.8,1
497712,302,2,10.4,1
497715,302,1,102.00000000000001,1
497716,302,4,660.0,0
497732,302,23,179.37,0
497733,302,1,63.5,1
497734,302,1,15.0,1
497735,302,3,471.84000000000003,0
497736,302,1,102.0,1
497738,301,5,175.95999999999998,0
497739,301,32,204.49,0
497740,301,44,738.86,0
497741,301,20,304.3,0
497742,301,3,484.44,0
497743,301,19,150.39000000000001,0
497786,301,9,310.7,0
497787,301,19,247.5,0
497788,301,13,329.23,0
497791,301,44,393.74,0
497792,301,2,3.35,1
497794,301,20,147.71,0
497796,301,20,407.15,0
497797,301,1,1.95,1
497798,301,18,493.66,0
497799,301,2,216.60000000000002,1
497802,301,6,576.0,0
497807,301,5,399.29999999999995,0
497808,301,35,425.63,0
497809,301,18,404.55,0
497812,301,60,682.79,0
497816,301,11,136.92,0
497817,301,8,120.8,0
497839,301,54,236.46,0
497840,301,6,334.5,0
497841,301,1,6.35,1
497842,301,29,377.62,0
497844,301,35,283.85,0
497846,301,1,25.0,1
497874,301,12,198.18,0
497875,299,2,271.0,1
497876,299,19,304.65,0
497879,299,15,662.25,0
497880,299,16,254.92000000000002,0
497881,299,4,432.24,0
497882,299,1,100.0,1
497883,299,34,541.19,0
497885,299,19,736.44,0
497887,299,13,184.34,0
497888,299,9,130.5,0
497889,299,16,345.21,0
497890,299,9,174.95,0
497891,299,31,336.27,0
497892,299,20,174.49,0
497893,299,29,148.9,0
497895,299,1,237.6,1
497896,299,1,261.6,1
497897,299,3,545.9,0
497898,299,21,218.53,0
497899,299,9,237.42,0
497901,299,37,293.59000000000003,0
497902,299,14,252.0,0
497903,299,21,214.38,0
497905,299,10,568.3,0
497906,299,22,881.86,0
497907,299,13,394.25,0
497908,299,1,1.55,1
497910,299,25,404.66,0
497911,299,21,212.9,0
497914,299,8,174.79999999999998,0
497915,299,15,133.0,0
497916,299,36,866.99,0
497917,299,49,511.69,0
497919,299,21,341.23,0
497920,299,21,272.96000000000004,0
497922,299,21,352.5,0
497923,299,18,304.38,0
497924,299,3,13.39,1
497925,299,5,107.62,1
497926,298,47,762.48,0
497928,298,5,102.30000000000001,1
497929,298,19,356.65000000000003,0
497932,298,46,712.39,0
497933,298,6,526.0799999999999,0
497934,298,8,129.05,0
497936,298,3,45.0,1
497939,298,21,348.38,0
497942,298,3,128.28,1
497944,298,4,339.84000000000003,0
497950,298,1,89.69999999999999,1
497953,298,17,51.43,0
497954,298,59,340.97,0
497956,298,14,231.68,0
497957,298,1,59.400000000000006,1
497959,298,2,171.60000000000002,1
497963,298,25,255.42,0
497966,298,1,47.400000000000006,1
497969,298,1,47.400000000000006,1
497983,298,16,517.12,0
497988,298,21,165.72,0
498012,298,19,541.8000000000001,0
498013,298,11,171.79,0
498014,298,25,442.8,0
498015,298,35,517.57,0
498017,298,1,8.5,1
498018,298,22,239.14000000000001,0
498020,298,2,62.7,1
498021,298,9,129.34,0
498022,298,1,63.5,1
498025,298,3,181.24,1
498026,298,29,591.37,0
498027,297,36,623.9300000000001,0
498028,297,7,108.2,1
498029,297,4,59.92,1
498037,297,15,404.76,0
498041,297,17,211.94,0
498042,297,7,169.69,0
498043,297,6,178.43,0
498044,297,18,342.4,0
498046,297,14,186.1,0
498048,297,43,194.3,0
498053,297,9,159.68,0
498054,297,3,68.6,1
498055,297,47,434.6,0
498060,297,31,204.36,0
498070,297,55,207.15,0
498078,297,17,345.99,0
498089,297,15,393.14000000000004,0
498090,297,4,48.8,1
498091,297,48,745.47,0
498093,297,3,393.24,0
498094,297,10,197.70000000000002,0
498096,297,29,340.35,0
498097,297,6,774.6,0
498098,297,15,171.25,0
498099,297,18,196.6,0
498100,297,17,215.5,0
498101,297,27,413.67,0
498102,297,3,242.52,1
498103,297,24,310.98,0
498106,297,8,164.09,0
498107,297,28,525.0,0
498108,297,10,179.68,0
498110,297,1,3.75,1
498112,297,31,469.51,0
498116,297,9,366.0,0
498117,297,3,19.049999999999997,1
498118,297,9,394.42,0
498119,297,6,356.5,0
498120,297,3,400.8,0
498121,297,5,199.70000000000002,0
498124,297,30,357.39,0
498125,297,12,190.95000000000002,0
498126,297,7,79.32,1
498127,297,9,93.87,0
498128,297,16,139.35000000000002,0
498130,297,8,177.88000000000002,0
498131,297,5,313.55,0
498132,297,35,354.7,0
498135,297,52,454.35,0
498136,296,8,194.74,0
498137,296,5,107.7,1
498138,296,23,470.9,0
498139,296,18,672.1,0
498141,296,25,421.03000000000003,0
498142,296,18,306.48,0
498143,296,41,596.48,0
498145,296,35,543.1,0
498149,296,12,427.0,0
498150,296,11,28.200000000000003,1
498153,296,10,147.64000000000001,0
498154,296,17,334.84000000000003,0
498155,296,3,100.5,1
498156,296,5,164.35,1
498157,296,16,366.41999999999996,0
498158,296,52,514.89,0
498159,296,13,253.60000000000002,0
498160,296,40,146.54,0
498162,296,7,223.2,0
498164,296,26,468.0,0
498205,296,21,307.89,0
498215,296,2,18.0,1
498216,296,16,170.2,0
498217,296,22,521.96,0
498221,296,21,241.96,0
498222,296,41,194.63,0
498223,296,15,206.83,0
498224,296,27,121.55,0
498236,296,6,377.8,0
498238,296,41,425.62,0
498240,296,30,549.5,0
498254,296,4,80.96,1
498256,296,22,366.83,0
498260,296,29,528.05,0
498269,296,1,15.0,1
498270,296,16,301.91999999999996,0
498276,296,3,398.1,0
498277,296,3,11.3,1
498281,296,10,408.5,0
498283,296,2,595.0,0
498284,296,2,365.90000000000003,1
498288,296,20,201.42,0
498290,296,6,610.5600000000001,0
498291,295,3,118.2,1
498292,295,1,51.0,1
498294,295,22,301.78999999999996,0
498300,295,18,303.98,0
498301,295,16,673.12,0
498303,295,1,19.5,1
498305,295,11,240.75,0
498307,295,1,59.699999999999996,1
498325,295,45,532.41,0
498326,295,5,91.4,1
498328,295,5,275.04,0
498336,295,10,169.55,0
498338,295,28,448.01,0
498340,295,21,443.52,0
498341,295,1,1.25,1
498343,295,10,210.07000000000002,0
498345,295,18,293.45,0
498346,295,6,312.96,0
498347,295,18,131.42000000000002,0
498348,295,22,371.40000000000003,0
498349,295,9,533.36,0
498350,295,38,299.52,0
498351,295,9,164.70000000000002,0
498352,295,31,158.32,0
498353,295,24,443.06,0
498354,295,22,230.51,0
498355,295,7,129.11,0
498357,295,34,166.13,0
498359,295,12,454.4,0
498360,295,46,175.27,0
498361,295,23,326.55,0
498363,295,13,304.0,0
498364,295,20,319.88,0
498365,295,27,383.55,0
498366,295,21,301.31,0
498378,295,29,485.67,0
498380,295,1,21.0,1
498381,295,3,18.05,1
498383,295,1,37.5,1
498391,295,2,12.899999999999999,1
498397,295,11,307.21000000000004,0
498399,295,6,170.68,0
498400,295,32,136.93,0
498401,295,19,311.21000000000004,0
498403,295,17,246.22,0
498416,295,17,307.3,0
498418,295,18,360.38,0
498421,295,23,163.55,0
498429,295,29,387.51,0
498430,295,17,378.46,0
498432,295,11,102.2,0
498436,295,20,50.58,0
498437,295,2,408.0,1
498438,294,12,162.18,0
498439,294,4,276.65,0
498442,294,20,266.21,0
498445,294,4,407.94,0
498447,294,5,619.86,0
498448,294,7,102.84,1
498457,294,1,40.32,1
498463,294,21,304.61,0
498473,294,1,210.0,1
498485,294,19,161.82,0
498486,294,13,123.32999999999998,0
498487,294,12,86.91999999999999,0
498488,294,7,53.05,1
498489,294,7,41.17,1
498490,294,9,96.06,0
498491,294,15,123.85,0
498492,294,13,118.44,0
498493,294,15,124.45,0
498494,294,7,57.25,1
498495,294,3,22.8,1
498496,294,6,37.06,1
498497,294,8,64.13,1
498498,294,18,159.17,0
498499,294,16,132.99,0
498500,294,8,52.97,1
498501,294,15,64.6,0
498502,294,7,72.46,1
498504,294,2,612.5,0
498505,294,1,40.32,1
498507,294,3,546.5999999999999,0
498508,294,41,590.91,0
498510,294,7,250.92000000000002,0
498511,294,21,717.62,0
498515,294,10,131.95,0
498516,294,10,331.12,0
498518,294,40,351.32,0
498519,294,25,159.9,0
498521,294,36,613.78,0
498522,294,9,127.34,0
498523,294,1,10.2,1
498524,294,13,173.13,0
498525,294,15,410.86,0
498526,294,10,322.1,0
498527,294,21,34.92,0
498528,294,10,138.8,0
498542,294,4,9.75,1
498543,294,3,5.05,1
498545,294,59,164.69,0
498547,294,43,101.35,0
498550,292,11,202.56,0
498552,292,14,148.4,0
498553,292,21,105.31,0
498554,292,21,311.9,0
498555,292,19,263.24,0
498558,292,2,60.6,1
498559,292,1,127.2,1
498560,292,48,360.75,0
498561,292,16,268.8,0
498562,292,19,564.8910000000001,0
498564,292,57,317.69,0
498565,292,13,298.5,0
498566,292,14,342.04,0
498567,292,54,220.56,0
498568,292,4,89.28,1
498570,292,30,153.95,0
498571,292,22,228.28,0
498573,292,44,192.76,0
498574,292,35,527.2,0
498575,292,3,173.88,1
498577,292,6,110.9,1
498578,292,29,216.9,0
498579,292,33,268.86,0
498581,292,20,160.19,0
498584,292,29,222.08,0
498585,292,3,35.4,1
498587,292,11,293.53,0
498588,292,28,437.16,0
498592,292,14,408.29,0
498593,292,31,205.35999999999999,0
498596,292,19,330.35,0
498597,292,15,259.54,0
498601,292,7,179.76,0
498610,291,39,498.67,0
498611,291,14,284.75,0
498612,291,6,84.5,1
498613,291,10,118.00000000000001,0
498614,291,26,515.88,0
498615,291,13,339.18,0
498616,291,3,38.099999999999994,1
498617,291,6,164.85,0
498622,291,13,355.25,0
498636,291,53,273.75,0
